,player,team,age,height,weight,college,country,draft year,draft round,draft number,gp,pts,reb,ast,netrtg,oreb%,dreb%,usg%,ts%,ast%,season
8352,Gorgui Dieng,MIN,28,210.82,251.0,Louisville,Senegal,2013,1,21,79.0,5.9,4.6,0.9,-6.6,7.8,20.1,15.9,54.3,8.0,'17-18
8353,Greg Monroe,BOS,28,210.82,265.0,Georgetown,USA,2010,1,7,51.0,10.3,6.9,2.2,-9.6,10.4,24.4,21.8,59.8,18.9,'17-18
8354,Guerschon Yabusele,BOS,22,203.2,260.0,None,France,2016,1,16,33.0,2.4,1.6,0.5,-0.8,6.5,15.2,14.6,55.9,10.7,'17-18
8355,Harrison Barnes,DAL,26,203.2,225.0,North Carolina,USA,2012,1,7,77.0,18.9,6.1,2.0,-6.1,2.8,15.4,24.7,53.9,10.1,'17-18
8356,Hassan Whiteside,MIA,29,213.36,265.0,Marshall,USA,2010,2,33,54.0,14.0,11.4,1.0,-2.8,12.1,31.7,23.5,57.3,6.8,'17-18
8357,Henry Ellenson,DET,21,210.82,245.0,Marquette,USA,2016,1,18,38.0,4.0,2.1,0.5,0.5,2.9,20.8,23.3,47.6,9.8,'17-18
8358,Ian Clark,NOP,27,190.5,175.0,Belmont,USA,Undrafted,Undrafted,Undrafted,74.0,7.4,1.7,1.5,1.0,0.7,7.4,16.8,52.9,10.7,'17-18
8359,Ian Mahinmi,WAS,31,210.82,262.0,None,France,2005,1,28,77.0,4.8,4.1,0.7,1.4,11.8,15.6,15.0,60.1,6.8,'17-18
8360,Ike Anigbogu,IND,19,208.28,262.0,UCLA,USA,2017,2,47,11.0,1.2,0.8,0.0,-25.5,15.2,13.8,17.9,55.8,0.0,'17-18
8361,Iman Shumpert,SAC,28,195.58,220.0,Georgia Tech,USA,2011,1,17,14.0,4.4,2.9,1.2,5.4,2.6,11.3,12.5,48.0,8.4,'17-18
8362,Isaiah Canaan,PHX,27,182.88,201.0,Murray State,USA,2013,2,34,20.0,8.6,2.3,3.8,1.2,1.4,9.4,19.3,53.9,27.6,'17-18
8363,Isaiah Hicks,NYK,23,205.74,242.0,North Carolina,USA,Undrafted,Undrafted,Undrafted,18.0,4.4,2.3,0.9,-7.7,4.1,11.8,17.5,50.1,9.8,'17-18
8364,Isaiah Taylor,ATL,23,190.5,170.0,Texas-Austin,USA,2016,,,67.0,6.6,1.4,3.1,-0.8,1.8,5.8,19.5,49.2,27.2,'17-18
8365,Isaiah Thomas,LAL,29,175.26,185.0,Washington,USA,2011,2,60,32.0,15.2,2.1,4.8,-6.9,1.9,5.6,27.6,50.8,26.8,'17-18
8366,Isaiah Whitehead,BKN,23,193.04,213.0,Seton Hall,USA,2016,2,42,16.0,6.3,1.6,1.3,-2.3,2.2,11.3,27.4,53.0,21.3,'17-18
8367,Ish Smith,DET,29,182.88,175.0,Wake Forest,USA,Undrafted,Undrafted,Undrafted,82.0,10.9,2.7,4.4,0.8,1.3,9.5,20.3,52.5,27.3,'17-18
8368,Ivan Rabb,MEM,21,208.28,220.0,"University of California, Berkeley",USA,2017,2,35,36.0,5.6,4.4,0.9,-8.4,10.2,21.6,16.7,59.9,9.5,'17-18
8369,Ivica Zubac,LAL,21,215.9,240.0,None,Croatia,2016,2,32,43.0,3.7,2.9,0.6,5.0,10.1,16.8,17.2,55.7,9.5,'17-18
8370,J.J. Barea,DAL,34,182.88,185.0,Northeastern,Puerto Rico,Undrafted,Undrafted,Undrafted,69.0,11.6,2.9,6.3,0.7,0.9,12.0,24.3,54.5,42.6,'17-18
8371,JJ Redick,PHI,34,193.04,200.0,Duke,USA,2006,1,11,70.0,17.1,2.5,3.0,7.0,0.4,7.1,20.6,61.4,14.9,'17-18
8372,JR Smith,CLE,32,198.12,225.0,No College,USA,2004,1,18,80.0,8.3,2.9,1.8,-2.3,1.3,9.2,13.6,53.4,8.7,'17-18
8373,JaKarr Sampson,SAC,25,205.74,207.0,"St. John's, N.Y.",USA,Undrafted,Undrafted,Undrafted,22.0,4.7,3.5,0.4,-0.1,5.8,16.1,12.4,58.5,4.1,'17-18
8374,JaMychal Green,MEM,28,205.74,227.0,Alabama,USA,Undrafted,Undrafted,Undrafted,55.0,10.3,8.4,1.4,-8.0,9.6,21.8,17.8,53.0,8.2,'17-18
8375,JaVale McGee,GSW,30,213.36,270.0,Nevada,USA,2008,1,18,65.0,4.8,2.6,0.5,2.6,10.1,16.6,18.3,64.1,8.0,'17-18
8376,Jabari Bird,BOS,23,198.12,198.0,"University of California, Berkeley",USA,2017,2,56,13.0,3.0,1.5,0.6,6.6,5.5,10.5,14.1,61.5,9.9,'17-18
8377,Jabari Parker,MIL,23,203.2,250.0,Duke,USA,2014,1,2,31.0,12.6,4.9,1.9,-3.9,5.5,14.5,22.8,55.0,12.9,'17-18
8378,Jack Cooley,SAC,27,208.28,274.0,Notre Dame,USA,Undrafted,Undrafted,Undrafted,7.0,5.7,4.3,0.9,-4.6,13.1,18.4,18.5,56.6,12.8,'17-18
8379,Jacob Pullen,PHI,28,185.42,200.0,Kansas State,USA,Undrafted,Undrafted,Undrafted,3.0,0.7,0.0,0.0,4.2,0.0,0.0,18.8,50.0,0.0,'17-18
8380,Jacob Wiley,BKN,23,203.2,223.0,Eastern Washington,USA,Undrafted,Undrafted,Undrafted,5.0,0.8,2.2,0.4,18.1,5.3,22.5,6.3,41.0,9.1,'17-18
8381,Jae Crowder,UTA,27,198.12,235.0,Marquette,USA,2012,2,34,80.0,9.7,3.4,1.2,0.6,2.9,10.3,16.9,52.5,7.1,'17-18
8382,Jahlil Okafor,BKN,22,210.82,260.0,Duke,USA,2015,1,3,28.0,6.3,3.0,0.4,-22.6,5.8,19.0,21.6,58.4,7.0,'17-18
8383,Jake Layman,POR,24,205.74,210.0,Maryland,USA,2016,2,47,35.0,1.0,0.5,0.3,-11.5,2.4,7.8,13.9,35.2,9.9,'17-18
8384,Jakob Poeltl,TOR,22,213.36,230.0,Utah,Austria,2016,1,9,82.0,6.9,4.8,0.7,8.3,10.7,15.0,14.3,66.2,5.4,'17-18
8385,Jalen Jones,DAL,25,200.66,220.0,Texas A&M,USA,2016,,,16.0,4.6,2.4,0.3,-6.6,6.3,15.4,19.3,48.5,3.2,'17-18
8386,Jamal Crawford,MIN,38,195.58,185.0,Michigan,USA,2000,1,8,80.0,10.3,1.2,2.3,-4.5,1.3,5.0,23.1,51.9,17.7,'17-18
8387,Jamal Murray,DEN,21,193.04,207.0,Kentucky,Canada,2016,1,7,81.0,16.7,3.7,3.4,3.7,3.3,8.7,22.3,57.6,15.9,'17-18
8388,Jameel Warney,DAL,24,203.2,260.0,"Stony Brook, N.Y.",USA,Undrafted,Undrafted,Undrafted,3.0,5.7,3.0,0.0,-7.4,13.8,20.0,23.4,59.9,0.0,'17-18
8389,Jameer Nelson,DET,36,182.88,190.0,St. Joseph's (PA),USA,2004,1,20,50.0,4.9,2.1,3.6,-5.7,1.3,8.8,13.7,48.9,25.5,'17-18
8390,Jamel Artis,ORL,25,200.66,213.0,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,15.0,5.1,2.5,1.2,-0.9,1.3,11.9,14.2,45.7,9.8,'17-18
8391,James Ennis III,DET,27,200.66,210.0,Cal State-Long Beach,USA,2013,2,50,72.0,7.1,3.1,1.0,-5.6,4.5,9.6,13.4,58.8,6.9,'17-18
8392,James Harden,HOU,28,195.58,220.0,Arizona State,USA,2009,1,3,72.0,30.4,5.4,8.8,10.0,1.7,13.7,35.3,61.9,44.9,'17-18
8393,James Johnson,MIA,31,203.2,240.0,Wake Forest,USA,2009,1,16,73.0,10.8,4.9,3.8,0.1,3.2,14.8,18.5,57.5,22.0,'17-18
8394,James Michael McAdoo,PHI,25,205.74,230.0,North Carolina,USA,Undrafted,Undrafted,Undrafted,3.0,2.7,0.7,0.0,2.6,0.0,12.5,22.0,50.8,0.0,'17-18
8395,James Webb III,BKN,24,205.74,202.0,Boise State,USA,2016,,,10.0,1.6,2.4,0.4,-13.3,5.9,13.8,9.9,33.3,4.4,'17-18
8396,James Young,PHI,22,198.12,215.0,Kentucky,USA,2014,1,17,6.0,2.8,0.3,0.3,-20.4,0.0,2.9,13.1,51.1,5.3,'17-18
8397,Jamil Wilson,LAC,27,200.66,229.0,Marquette,USA,Undrafted,Undrafted,Undrafted,15.0,7.0,2.1,0.7,0.8,1.0,10.0,14.5,63.4,5.6,'17-18
8398,Jared Dudley,PHX,32,200.66,240.0,Boston College,USA,2007,1,22,48.0,3.2,2.0,1.6,0.1,1.1,12.6,10.2,55.3,15.3,'17-18
8399,Jarell Eddie,CHI,26,200.66,218.0,Virginia Tech,USA,Undrafted,Undrafted,Undrafted,3.0,0.0,0.3,0.0,-10.0,0.0,16.7,9.1,0.0,0.0,'17-18
8400,Jarell Martin,MEM,24,208.28,239.0,Louisiana State,USA,2015,1,25,73.0,7.7,4.4,1.0,-7.6,5.7,13.9,16.8,51.6,7.3,'17-18
8401,Jarrett Allen,BKN,20,210.82,234.0,Texas,USA,2017,1,22,72.0,8.2,5.4,0.7,-4.1,9.6,15.7,16.2,63.6,5.5,'17-18
8402,Jarrett Jack,NYK,34,190.5,200.0,Georgia Tech,USA,2005,1,22,62.0,7.5,3.1,5.6,-0.7,1.4,10.6,16.4,48.9,30.2,'17-18
8403,Jason Smith,WAS,32,213.36,240.0,Colorado State,USA,2007,1,20,33.0,3.4,1.6,0.4,-15.8,6.0,12.2,20.4,45.5,8.4,'17-18
8404,Jason Terry,MIL,40,187.96,185.0,Arizona,USA,1999,1,10,51.0,3.3,0.9,1.2,1.5,0.6,5.6,9.7,52.5,9.8,'17-18
8405,Jawun Evans,LAC,21,182.88,190.0,Oklahoma State,USA,2017,2,39,48.0,4.8,1.8,2.1,2.1,1.1,9.2,17.0,42.1,17.7,'17-18
8406,Jaylen Brown,BOS,21,200.66,225.0,California,USA,2016,1,3,70.0,14.5,4.9,1.6,7.7,3.0,12.4,20.8,56.2,8.1,'17-18
8407,Jaylen Morris,ATL,22,195.58,185.0,Molloy,USA,Undrafted,Undrafted,Undrafted,6.0,4.7,2.7,1.2,-17.9,1.8,12.5,15.4,43.8,13.0,'17-18
8408,Jayson Tatum,BOS,20,203.2,205.0,Duke,USA,2017,1,3,80.0,13.9,5.0,1.6,6.9,2.1,13.8,19.2,58.6,8.1,'17-18
8409,Jeff Green,CLE,31,205.74,235.0,Georgetown,USA,2007,1,5,78.0,10.8,3.2,1.3,3.7,3.4,9.5,19.0,58.7,8.1,'17-18
8410,Jeff Teague,MIN,30,187.96,189.0,Wake Forest,USA,2009,1,19,70.0,14.2,3.0,7.0,2.7,1.1,8.1,20.1,55.3,29.8,'17-18
8411,Jeff Withey,DAL,28,213.36,230.0,Kansas,USA,2013,2,39,10.0,1.5,1.0,0.0,25.0,2.3,22.0,20.0,44.4,0.0,'17-18
8412,Jerami Grant,OKC,24,205.74,220.0,Syracuse,USA,2014,2,39,81.0,8.4,3.9,0.7,1.7,5.0,14.0,16.1,60.7,5.5,'17-18
8413,Jeremy Evans,ATL,30,205.74,200.0,Western Kentucky,USA,2010,2,55,1.0,2.0,1.0,0.0,-23.1,14.3,0.0,14.3,100,0.0,'17-18
8414,Jeremy Lamb,CHA,26,195.58,185.0,Connecticut,USA,2012,1,12,80.0,12.9,4.1,2.3,1.3,2.4,14.0,22.0,55.9,15.4,'17-18
8415,Jeremy Lin,BKN,29,190.5,200.0,Harvard,USA,Undrafted,Undrafted,Undrafted,1.0,18.0,0.0,4.0,-9.5,0.0,0.0,25.4,59.7,23.5,'17-18
8416,Jerian Grant,CHI,25,193.04,198.0,Notre Dame,USA,2015,1,19,74.0,8.4,2.3,4.6,-7.1,1.7,8.4,17.2,52.8,31.4,'17-18
8417,Jerryd Bayless,PHI,29,190.5,200.0,Arizona,USA,2008,1,11,39.0,7.9,2.1,1.4,-3.4,1.6,6.6,14.6,54.6,8.5,'17-18
8418,Jimmy Butler,MIN,28,203.2,236.0,Marquette,USA,2011,1,30,59.0,22.2,5.3,4.9,8.3,3.8,11.2,24.5,59.0,20.4,'17-18
8419,Joakim Noah,NYK,33,210.82,230.0,Florida,USA,2007,1,9,7.0,1.7,2.0,0.6,-1.9,12.8,20.0,16.2,51.0,20.0,'17-18
8420,Jodie Meeks,WAS,30,193.04,210.0,Kentucky,USA,2009,2,41,77.0,6.3,1.6,0.9,-6.8,1.3,10.2,17.9,54.8,10.0,'17-18
8421,Joe Harris,BKN,26,198.12,219.0,Virginia,USA,2014,2,33,78.0,10.8,3.3,1.6,-3.3,2.4,10.1,16.1,63.4,10.1,'17-18
8422,Joe Ingles,UTA,30,203.2,226.0,None,Australia,Undrafted,Undrafted,Undrafted,82.0,11.5,4.2,4.8,5.3,1.0,12.5,15.6,62.3,22.2,'17-18
8423,Joe Johnson,HOU,37,200.66,240.0,Arkansas,USA,2001,1,10,55.0,6.8,3.1,1.5,-3.6,1.1,13.0,15.7,49.0,10.9,'17-18
8424,Joe Young,IND,26,187.96,185.0,Oregon,USA,2015,2,43,53.0,3.9,1.2,0.7,-6.8,2.0,9.1,16.9,52.1,10.3,'17-18
8425,Joel Bolomboy,MIL,24,205.74,235.0,Weber State,Ukraine,2016,2,52,6.0,1.5,1.7,0.0,-18.1,13.3,12.1,11.5,52.1,0.0,'17-18
8426,Joel Embiid,PHI,24,213.36,250.0,Kansas,Cameroon,2014,1,3,63.0,22.9,11.0,3.2,11.7,7.8,25.5,33.0,57.3,18.2,'17-18
8427,Joffrey Lauvergne,SAS,26,210.82,260.0,None,France,2013,2,55,55.0,4.1,3.1,0.7,-5.8,11.8,20.7,19.2,53.6,12.1,'17-18
8428,John Collins,ATL,20,208.28,235.0,Wake Forest,USA,2017,1,19,74.0,10.5,7.3,1.3,-6.2,9.4,20.1,17.4,62.0,9.0,'17-18
8429,John Henson,MIL,27,210.82,229.0,North Carolina,USA,2012,1,14,76.0,8.8,6.8,1.5,4.9,8.3,18.5,14.9,58.2,8.3,'17-18
8430,John Holland,CLE,29,195.58,205.0,Boston U.,USA,Undrafted,Undrafted,Undrafted,24.0,2.3,1.0,0.2,-8.8,3.6,10.4,17.8,41.7,4.0,'17-18
8431,John Wall,WAS,27,193.04,210.0,Kentucky,USA,2010,1,1,41.0,19.4,3.7,9.6,3.8,1.6,8.8,28.1,51.5,42.5,'17-18
8432,Johnathan Motley,DAL,23,208.28,230.0,Baylor,USA,Undrafted,Undrafted,Undrafted,11.0,8.7,4.5,0.6,-3.4,7.1,20.0,24.0,55.0,7.8,'17-18
8433,Johnny O'Bryant III,CHA,25,205.74,257.0,Louisiana State,USA,2014,2,36,36.0,4.8,2.6,0.4,-10.7,6.3,17.3,21.9,47.0,6.7,'17-18
8434,Jon Leuer,DET,29,208.28,228.0,Wisconsin,USA,2011,2,40,8.0,5.4,4.0,0.6,1.8,4.9,17.9,15.1,50.5,5.1,'17-18
8435,Jonas Jerebko,UTA,31,208.28,231.0,None,Sweden,2009,2,39,74.0,5.8,3.3,0.6,1.7,4.8,17.5,15.1,58.6,5.7,'17-18
8436,Jonas Valanciunas,TOR,26,213.36,255.0,None,Lithuania,2011,1,5,77.0,12.7,8.6,1.1,5.6,10.6,26.3,22.2,62.8,7.5,'17-18
8437,Jonathan Gibson,BOS,30,187.96,185.0,New Mexico State,USA,Undrafted,Undrafted,Undrafted,4.0,8.5,0.8,1.0,0.2,0.0,7.1,28.0,73.9,14.8,'17-18
8438,Jonathan Isaac,ORL,20,208.28,210.0,Florida State,USA,2017,1,6,27.0,5.4,3.7,0.7,-8.6,2.9,14.1,14.9,46.5,5.3,'17-18
8439,Jonathon Simmons,ORL,28,198.12,195.0,Houston,USA,2012,0,0,69.0,13.9,3.5,2.5,-6.9,3.0,8.7,21.5,55.5,13.1,'17-18
8440,Jordan Bell,GSW,23,205.74,224.0,Oregon,USA,2017,2,38,57.0,4.6,3.6,1.8,8.9,8.2,16.2,13.4,64.1,16.6,'17-18
8441,Jordan Clarkson,CLE,26,195.58,194.0,Missouri,USA,2014,2,46,81.0,13.9,2.7,2.7,-1.9,2.9,8.0,25.3,54.2,19.3,'17-18
8442,Jordan Crawford,NOP,29,195.58,195.0,Xavier,USA,2010,1,27,5.0,6.6,0.8,2.6,-14.5,3.6,3.6,23.0,60.1,35.1,'17-18
8443,Jordan Mickey,MIA,23,203.2,235.0,Louisiana State,USA,2015,2,33,23.0,4.0,3.5,0.4,-6.0,6.5,22.6,16.8,51.5,5.1,'17-18
8444,Jose Calderon,CLE,36,190.5,200.0,None,Spain,Undrafted,Undrafted,Undrafted,57.0,4.5,1.5,2.1,3.2,1.7,7.9,11.8,64.3,17.5,'17-18
8445,Josh Gray,PHX,24,185.42,180.0,Louisiana State,USA,Undrafted,Undrafted,Undrafted,5.0,6.4,2.0,2.4,-35.1,1.7,10.4,24.3,34.9,24.0,'17-18
8446,Josh Hart,LAL,23,195.58,215.0,Villanova,USA,2017,1,30,63.0,7.9,4.2,1.3,-1.9,2.8,14.3,13.3,59.6,7.6,'17-18
8447,Josh Huestis,OKC,26,200.66,230.0,Stanford,USA,2014,1,29,69.0,2.3,2.3,0.3,6.0,4.2,11.7,9.5,41.7,2.7,'17-18
8448,Josh Jackson,PHX,21,203.2,200.0,Kansas,USA,2017,1,4,77.0,13.1,4.6,1.5,-11.7,4.4,12.3,25.3,48.0,10.5,'17-18
8449,Josh Magette,ATL,28,185.42,160.0,Alabama Huntsville,USA,2012,0,0,18.0,2.6,1.1,3.2,-0.5,0.9,7.9,11.9,46.4,37.0,'17-18
8450,Josh McRoberts,DAL,31,208.28,240.0,Duke,USA,2007,2,37,2.0,0.0,0.0,0.0,-14.3,0.0,0.0,7.1,0.0,0.0,'17-18
8451,Josh Richardson,MIA,24,198.12,200.0,Tennessee,USA,2015,2,40,81.0,12.9,3.5,2.9,0.8,2.5,8.0,17.6,55.1,13.1,'17-18
8452,Josh Smith,NOP,32,205.74,225.0,None,USA,2004,1,17,3.0,0.7,1.3,0.0,-34.3,13.6,10.0,11.8,25.0,0.0,'17-18
8453,Jrue Holiday,NOP,28,193.04,205.0,UCLA,USA,2009,1,17,81.0,19.0,4.5,6.0,4.9,2.2,9.5,22.5,57.0,24.3,'17-18
8454,Juancho Hernangomez,DEN,22,205.74,230.0,None,Spain,2016,1,15,25.0,3.3,2.2,0.5,-4.2,6.2,13.9,13.4,51.1,6.0,'17-18
8455,Julius Randle,LAL,23,205.74,250.0,Kentucky,USA,2014,1,7,82.0,16.1,8.0,2.6,-1.4,8.2,20.2,25.1,60.6,15.8,'17-18
8456,Julyan Stone,CHA,29,198.12,200.0,Texas-El Paso,USA,Undrafted,Undrafted,Undrafted,23.0,0.8,1.3,1.1,9.3,0.5,15.3,5.1,68.4,18.7,'17-18
8457,Justin Anderson,PHI,24,198.12,230.0,Virginia,USA,2015,1,21,38.0,6.2,2.4,0.7,-7.2,4.6,12.0,18.8,54.0,7.8,'17-18
8458,Justin Holiday,CHI,29,198.12,185.0,Washington,USA,Undrafted,Undrafted,Undrafted,72.0,12.2,4.0,2.1,-4.0,1.3,11.4,17.7,51.3,9.7,'17-18
8459,Justin Jackson,SAC,23,203.2,210.0,North Carolina,USA,2017,1,15,68.0,6.7,2.8,1.1,-7.6,1.8,10.9,13.9,52.1,7.1,'17-18
8460,Justin Patton,MIN,21,213.36,236.0,Creighton,USA,2017,1,16,1.0,2.0,0.0,0.0,30.0,0.0,0.0,20.0,50.0,0.0,'17-18
8461,Justise Winslow,MIA,22,200.66,225.0,Duke,USA,2015,1,10,68.0,7.8,5.4,2.2,1.0,3.7,17.8,15.8,49.6,13.4,'17-18
8462,Jusuf Nurkic,POR,23,213.36,280.0,None,Bosnia and Herzegovina,2014,1,16,79.0,14.3,9.0,1.8,3.6,8.7,23.7,25.7,52.8,11.5,'17-18
8463,Kadeem Allen,BOS,25,190.5,200.0,Arizona,USA,2017,2,53,18.0,1.1,0.6,0.7,-8.4,3.4,6.7,13.2,36.6,16.7,'17-18
8464,Karl-Anthony Towns,MIN,22,213.36,248.0,Kentucky,USA,2015,1,1,82.0,21.3,12.3,2.4,6.1,8.5,27.2,22.5,64.6,10.5,'17-18
8465,Kawhi Leonard,SAS,27,200.66,230.0,San Diego State,USA,2011,1,15,9.0,16.2,4.7,2.3,3.9,2.9,15.9,30.4,57.2,19.1,'17-18
8466,Kay Felder,DET,23,175.26,176.0,None,USA,2016,2,54,16.0,3.6,1.1,1.3,-15.1,1.9,10.8,28.0,37.9,24.7,'17-18
8467,Kelly Olynyk,MIA,27,213.36,245.0,Gonzaga,Canada,2013,1,13,76.0,11.5,5.7,2.7,5.3,5.2,20.0,21.3,61.2,18.0,'17-18
8468,Kelly Oubre Jr.,WAS,22,200.66,205.0,Kansas,USA,2015,1,15,81.0,11.8,4.5,1.2,-2.4,2.6,13.6,18.8,53.4,6.7,'17-18
8469,Kemba Walker,CHA,28,185.42,184.0,Connecticut,USA,2011,1,9,80.0,22.1,3.1,5.6,3.3,1.1,7.7,26.7,57.2,26.4,'17-18
8470,Kendrick Perkins,CLE,33,208.28,270.0,None,USA,2003,1,27,1.0,3.0,1.0,2.0,18.4,0.0,9.1,11.8,52.1,18.2,'17-18
8471,Kenneth Faried,DEN,28,203.2,228.0,Morehead State,USA,2011,1,22,32.0,5.9,4.8,0.6,-5.0,13.5,19.3,17.3,55.2,6.4,'17-18
8472,Kent Bazemore,ATL,28,195.58,201.0,Old Dominion,USA,Undrafted,Undrafted,Undrafted,65.0,12.9,3.8,3.5,-4.5,1.4,12.4,22.1,54.7,19.9,'17-18
8473,Kentavious Caldwell-Pope,LAL,25,195.58,205.0,Georgia,USA,2013,1,8,74.0,13.4,5.2,2.2,-0.9,2.3,12.7,16.5,56.1,9.3,'17-18
8474,Kevin Durant,GSW,29,205.74,240.0,Texas,USA,2007,1,2,68.0,26.4,6.8,5.4,7.0,1.5,16.9,29.3,64.0,24.3,'17-18
8475,Kevin Love,CLE,29,208.28,251.0,UCLA,USA,2008,1,5,59.0,17.6,9.3,1.7,1.4,6.5,27.4,24.8,61.4,9.9,'17-18
8476,Kevon Looney,GSW,22,205.74,220.0,UCLA,USA,2015,1,30,66.0,4.0,3.3,0.6,6.1,9.4,13.5,12.1,58.8,6.2,'17-18
8477,Khem Birch,ORL,25,205.74,220.0,UNLV,Canada,Undrafted,Undrafted,Undrafted,42.0,4.2,4.3,0.8,0.8,11.4,19.1,13.1,58.2,8.8,'17-18
8478,Khris Middleton,MIL,26,203.2,234.0,Texas A&M,USA,2012,2,39,82.0,20.1,5.2,4.0,1.6,1.6,13.3,23.9,57.7,17.2,'17-18
8479,Klay Thompson,GSW,28,200.66,215.0,Washington State,USA,2011,1,11,73.0,20.0,3.8,2.5,7.1,1.4,8.9,23.2,59.9,10.8,'17-18
8480,Kobi Simmons,MEM,20,193.04,170.0,Arizona,USA,Undrafted,Undrafted,Undrafted,32.0,6.1,1.6,2.1,-17.0,2.1,6.2,16.3,49.0,15.7,'17-18
8481,Kosta Koufos,SAC,29,213.36,265.0,Ohio State,USA,2008,1,23,71.0,6.7,6.6,1.2,-8.0,10.0,23.6,15.0,56.6,10.0,'17-18
8482,Kris Dunn,CHI,24,193.04,210.0,Providence,USA,2016,1,5,52.0,13.4,4.3,6.0,-8.0,1.5,13.1,24.5,48.8,31.9,'17-18
8483,Kristaps Porzingis,NYK,22,220.98,240.0,None,Latvia,2015,1,4,48.0,22.7,6.6,1.2,0.4,3.9,15.4,30.5,53.9,6.3,'17-18
8484,Kyle Anderson,SAS,24,205.74,230.0,UCLA,USA,2014,1,30,74.0,7.9,5.4,2.7,3.3,4.3,15.8,13.3,58.2,14.6,'17-18
8485,Kyle Collinsworth,DAL,26,198.12,210.0,Brigham Young,USA,2016,,,32.0,3.2,3.3,1.8,-2.1,6.0,16.2,12.4,43.3,16.3,'17-18
8486,Kyle Korver,CLE,37,200.66,212.0,Creighton,USA,2003,2,51,73.0,9.2,2.3,1.2,7.8,0.6,9.3,15.4,65.2,7.9,'17-18
8487,Kyle Kuzma,LAL,22,205.74,220.0,Utah,USA,2017,1,27,77.0,16.1,6.3,1.8,-2.2,3.5,15.4,21.9,54.9,9.1,'17-18
8488,Kyle Lowry,TOR,32,182.88,205.0,Villanova,USA,2006,1,24,78.0,16.2,5.6,6.9,7.6,2.6,14.2,21.1,59.8,30.7,'17-18
8489,Kyle O'Quinn,NYK,28,208.28,250.0,Norfolk State,USA,2012,2,49,77.0,7.1,6.1,2.1,-1.1,9.0,24.2,16.8,62.5,16.6,'17-18
8490,Kyle Singler,OKC,30,203.2,228.0,Duke,USA,2011,2,33,12.0,1.9,0.8,0.2,0.7,1.6,14.3,21.9,43.0,5.7,'17-18
8491,Kyrie Irving,BOS,26,190.5,193.0,Duke,Australia,2011,1,1,60.0,24.4,3.8,5.1,5.6,1.7,9.6,29.8,61.0,28.2,'17-18
8492,LaMarcus Aldridge,SAS,32,210.82,260.0,Texas-Austin,USA,2006,1,2,75.0,23.1,8.5,2.0,5.4,9.8,15.6,28.8,57.0,11.1,'17-18
8493,Lance Stephenson,IND,27,198.12,230.0,Cincinnati,USA,2010,2,40,82.0,9.2,5.2,2.9,-3.2,3.3,20.3,20.8,49.5,18.6,'17-18
8494,Lance Thomas,NYK,30,203.2,235.0,Duke,USA,Undrafted,Undrafted,Undrafted,73.0,4.1,2.4,0.6,-5.9,3.3,9.8,10.6,51.3,4.4,'17-18
8495,Langston Galloway,DET,26,187.96,200.0,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,58.0,6.2,1.6,1.0,4.2,1.4,8.9,18.8,50.3,10.5,'17-18
8496,Larry Drew II,NOP,28,187.96,180.0,UCLA,USA,Undrafted,Undrafted,Undrafted,10.0,1.7,0.3,1.0,-9.1,4.5,0.0,17.0,35.4,19.6,'17-18
8497,Larry Nance Jr.,CLE,25,205.74,230.0,Wyoming,USA,2015,1,27,66.0,8.7,6.8,1.2,1.0,10.7,19.9,15.5,60.5,8.5,'17-18
8498,Lauri Markkanen,CHI,21,213.36,230.0,Arizona,Finland,2017,1,7,68.0,15.2,7.5,1.2,-9.0,3.7,21.7,21.5,55.2,6.4,'17-18
8499,LeBron James,CLE,33,203.2,250.0,None,USA,2003,1,1,82.0,27.5,8.6,9.1,1.6,3.3,20.1,31.0,62.1,43.2,'17-18
8500,London Perrantes,CLE,23,187.96,190.0,Virginia,USA,2017,,,14.0,0.5,0.3,0.4,-16.0,1.5,6.4,10.1,23.0,10.2,'17-18
8501,Lonzo Ball,LAL,20,198.12,190.0,UCLA,USA,2017,1,2,52.0,10.2,6.9,7.2,-0.6,3.6,15.3,16.9,44.4,28.8,'17-18
8502,Lorenzo Brown,TOR,27,195.58,189.0,North Carolina State,USA,2013,2,52,14.0,2.3,1.1,0.9,14.3,0.8,9.7,12.3,45.9,12.5,'17-18
8503,Lou Williams,LAC,31,185.42,175.0,None,USA,2005,2,45,79.0,22.6,2.5,5.3,1.6,1.5,5.9,28.5,57.4,25.4,'17-18
8504,Luc Mbah a Moute,HOU,31,203.2,230.0,UCLA,Cameroon,2008,2,37,61.0,7.5,3.0,0.9,9.7,1.5,10.2,12.8,59.5,5.2,'17-18
8505,Lucas Nogueira,TOR,25,213.36,220.0,None,Brazil,2013,1,16,49.0,2.5,1.8,0.4,9.3,4.4,16.0,11.4,66.1,7.4,'17-18
8506,Luis Montero,DET,25,200.66,200.0,Westchester C.C.,Dominican Republic,Undrafted,Undrafted,Undrafted,2.0,0.0,1.0,0.0,-29.4,0.0,22.2,16.7,0.0,0.0,'17-18
8507,Luke Babbitt,MIA,29,205.74,225.0,Nevada-Reno,USA,2010,1,16,50.0,5.2,1.9,0.6,-2.7,1.0,12.3,14.7,57.6,6.4,'17-18
